state_name,month_reported,reported_cases,weather_notes,extra_column
Anambra,May,1237,,
Borno,Jan,287,Heavy rain,
G0mbe,Nov,281,Heavy rain,###
kogi,Sep,725,,
Bauchi,Jun,1216,flooded!!!,irrelevant
benue,Apr,1632,,irrelevant
Kaduba,Apr,461,123,
Lagos,Sep,891,,###
Anambra,Mar,14,Heavy rain,
KAN0,Mar,437,flooded!!!,irrelevant
Bayelsa,Jul,1715,,
Ekiti,Nov,509,123,irrelevant
Ebonyi,Aug,1039,,
Taraba,May,619,,###
Delta,Feb,250,Dry season,###
Borno,Apr,676,Heavy rain,irrelevant
Kwara,Feb,1256,Heavy rain,irrelevant
Cross River,Nov,798,123,###
benue,May,1562,123,
Cross River,Mar,1253,123,
benue,Nov,954,flooded!!!,###
Anambra,Mar,1914,123,###
gombe,Apr,1316,Dry season,
Enugu,???,142,Dry season,###
lagos ,Jun,875,flooded!!!,
Abla,???,1563,,irrelevant
Abuja,???,1106,Dry season,irrelevant
Yobe,Nov,1802,,irrelevant
Ebonyi,Dec,579,123,###
Osun,Nov,790,123,irrelevant
Kebbis,Jun,1924,Dry season,irrelevant
crossriver,Jul,1339,,
gombe,Nov,1123,,
Rivers,May,627,123,
Kaduba,Jul,563,,
Enugu,???,1567,flooded!!!,###
Jigawa,Nov,1133,Dry season,
kogi,,2,,
Nasarawa,Oct,1266,Dry season,
Osun,Sep,1033,flooded!!!,
G0mbe,Jun,661,Dry season,###
Bauchi,Nov,1991,Dry season,
KAN0,May,1267,flooded!!!,###
Kaduna,Oct,1050,Heavy rain,irrelevant
Kano,Nov,656,123,irrelevant
Bauchi,May,1505,,irrelevant
Anambra,Jan,1692,Dry season,###
Bayelsa,Oct,713,,
Kaduna,Mar,1161,,irrelevant
Niger,???,1478,,irrelevant
Oyo,Dec,1900,Dry season,
Cross River,May,1266,Dry season,irrelevant
katsina,May,1071,,irrelevant
Lagos,Sep,1948,flooded!!!,###
Delta,Jan,34,Heavy rain,
Oyo,Dec,934,Dry season,irrelevant
Ogun,Dec,1970,Heavy rain,irrelevant
katsina,Feb,303,flooded!!!,irrelevant
Adamawa,Jul,1510,,###
S0koto,Sep,1427,123,
Ogun,Sep,959,,irrelevant
Rivers,,629,,irrelevant
Kwara,Oct,509,flooded!!!,###
Delta,Jan,1397,,
Ondo,Sep,293,flooded!!!,###
Kano,Jun,693,Dry season,
Benue,Aug,265,,irrelevant
Bayelsa,,1295,123,###
G0mbe,Jun,1591,123,
Anambra,Apr,1973,Heavy rain,###
Benue,,1849,,
Oyo,Jul,198,Dry season,
Kaduba,Nov,923,Heavy rain,###
??Rivers,,1226,Heavy rain,###
Bayelsa,Aug,201,,###
benue,Jun,1536,Heavy rain,###
Oyo,Jan,1619,,irrelevant
Anambra,Jul,2,Heavy rain,irrelevant
Kwara,Apr,268,123,irrelevant
Ekiti,May,1198,flooded!!!,
Plateau,,957,Dry season,###
Kano,Oct,873,,
Anambra,,237,,irrelevant
Anambra,Sep,1579,flooded!!!,
Benue,Apr,247,,irrelevant
Kaduba,Nov,611,,###
kogi,May,288,flooded!!!,
Jigawa,May,749,flooded!!!,irrelevant
benue,Jun,872,Dry season,
Kwara,Jun,1307,flooded!!!,
??Rivers,Oct,670,Dry season,
Ogun,May,1855,Heavy rain,###
katsina,Nov,1763,Dry season,###
kogi,???,1730,123,irrelevant
Benue,Sep,1056,Heavy rain,
Kwara,Jul,1137,Dry season,irrelevant
Bayelsa,Sep,1742,Heavy rain,irrelevant
KAN0,Apr,1379,flooded!!!,###
Abuja,Jul,816,Heavy rain,
Benue,Mar,1809,,irrelevant
Borno,Mar,905,flooded!!!,###
Borno,Mar,272,,irrelevant
Lagos,Nov,119,Dry season,irrelevant
Kaduna,,207,,###
katsina,Mar,297,123,
Kaduna,???,979,123,###
Niger,Feb,44,Dry season,irrelevant
Adamawa,Apr,1340,,###
Ondo,Jan,1240,flooded!!!,###
Ogun,Oct,347,,irrelevant
Cross River,???,1525,123,irrelevant
Zamfara,Jul,1772,flooded!!!,
Kaduna,Mar,491,123,###
Kaduna,Dec,98,Heavy rain,irrelevant
katsina,May,842,,###
Abla,Aug,668,Heavy rain,irrelevant
Imo,Aug,1909,,irrelevant
Kaduba,Aug,570,Dry season,###
Benue,May,906,Dry season,irrelevant
Plateau,Jun,1382,,irrelevant
kogi,???,17,Dry season,###
Ed0o,Jun,1328,,
Osun,Nov,1522,123,
lagos ,Sep,1240,flooded!!!,irrelevant
Kaduba,Jan,1460,Dry season,irrelevant
benue,Feb,1612,,###
katsina,Aug,895,,
Imo,Sep,217,Heavy rain,###
Borno,Nov,878,123,
benue,Nov,90,,
Adamawa,Oct,1873,,irrelevant
Borno,Mar,104,,
Kwara,Oct,935,,irrelevant
Lagos,Apr,1512,Heavy rain,
Anambra,Feb,302,flooded!!!,
Kaduna,,587,123,###
Ogun,Aug,604,Dry season,###
gombe,Apr,1555,,###
Delta,Nov,1075,123,irrelevant
Lagos,Feb,282,Heavy rain,
Abla,Nov,578,Dry season,irrelevant
Borno,Feb,229,Heavy rain,irrelevant
Delta,,768,,irrelevant
Abuja,Dec,1640,Dry season,###
Zamfara,Nov,438,Heavy rain,###
Kano,Feb,1570,123,irrelevant
Oyo,Nov,1689,,
Kano,Oct,25,123,irrelevant
Bayelsa,Jun,1932,Dry season,###
Taraba,Jul,13,,###
Lagos,Jul,1884,,irrelevant
Zamfara,Jun,1034,Dry season,
Taraba,Apr,1410,flooded!!!,
crossriver,Jul,1052,123,
Adamawa,,1206,123,irrelevant
KAN0,Oct,283,flooded!!!,irrelevant
Abla,Mar,1749,Heavy rain,###
Anambra,Nov,834,123,
Abuja,Dec,1578,Dry season,irrelevant
Adamawa,Apr,956,,irrelevant
Ondo,Jan,961,,
Delta,Sep,1112,,###
Bauchi,???,136,Heavy rain,irrelevant
Adamawa,Nov,718,,irrelevant
Enugu,,903,Dry season,irrelevant
Osun,Aug,767,,###
Kwara,Jan,726,123,irrelevant
Abuja,Sep,1115,,irrelevant
Lagos,Jun,1912,,###
Benue,Jul,885,123,###
Abla,???,1867,123,###
Niger,Jun,937,flooded!!!,###
Oyo,???,301,Dry season,###
KAN0,???,17,Heavy rain,irrelevant
Kebbis,May,879,,
Kebbis,Jun,745,Dry season,
Taraba,???,1188,flooded!!!,
Imo,Nov,294,Dry season,irrelevant
Zamfara,???,693,flooded!!!,
Kaduba,Dec,1934,,###
Kwara,Aug,869,Dry season,
Yobe,Sep,1233,Dry season,
Ekiti,,439,123,###
Kebbis,Sep,749,,###
Jigawa,Jul,695,Heavy rain,###
Abla,Aug,614,,###
Niger,Dec,812,Heavy rain,
Rivers,Apr,677,Dry season,irrelevant
Taraba,May,1615,Dry season,###
Kaduna,Mar,1643,flooded!!!,###
Taraba,Aug,1697,flooded!!!,
Anambra,May,1807,,
G0mbe,Dec,1116,123,###
Imo,Aug,1263,flooded!!!,irrelevant
Ondo,,959,Heavy rain,
Nasarawa,Aug,1493,123,###
Ogun,Mar,1674,123,irrelevant
Kaduba,Oct,380,,
Delta,Oct,1189,123,
Kaduba,Mar,32,123,
Plateau,Nov,1329,,###
Taraba,Feb,887,Heavy rain,irrelevant
Oyo,Sep,1705,123,###
katsina,Apr,176,,
Ebonyi,Nov,1334,,###
Kebbis,,442,Dry season,
kogi,May,1460,,irrelevant
Niger,Feb,1964,flooded!!!,###
katsina,Jun,1058,123,irrelevant
Oyo,Dec,1807,123,irrelevant
Nasarawa,Oct,1942,flooded!!!,irrelevant
Kaduna,???,1291,123,###
Ogun,Apr,461,Heavy rain,###
Enugu,Oct,1830,Heavy rain,irrelevant
crossriver,Sep,168,,###
Kebbis,Feb,1079,Dry season,###
Imo,Sep,637,123,###
crossriver,Feb,1459,123,###
Delta,May,1460,123,###
Abla,???,1011,,
Borno,???,1617,123,irrelevant
G0mbe,Apr,1651,123,
Niger,Mar,127,Dry season,irrelevant
G0mbe,Jan,767,flooded!!!,###
G0mbe,,378,123,irrelevant
Bauchi,Oct,465,,
Imo,Mar,745,flooded!!!,
Ebonyi,Jun,454,Dry season,###
Taraba,Jan,90,123,
Plateau,Mar,176,Heavy rain,
Bayelsa,Nov,192,123,irrelevant
Ogun,Aug,622,flooded!!!,
Benue,May,1521,Heavy rain,irrelevant
Enugu,Sep,72,Dry season,
benue,Feb,287,Dry season,
Cross River,Aug,1917,Heavy rain,
kogi,Oct,488,123,irrelevant
Benue,Dec,1192,Heavy rain,
Benue,Jan,521,123,irrelevant
Oyo,Mar,133,Heavy rain,###
Kaduba,,1322,,
katsina,Apr,1218,123,irrelevant
Rivers,Sep,1908,,
Adamawa,Sep,1387,123,irrelevant
Abla,,193,Dry season,
benue,???,341,123,irrelevant
Kebbis,Aug,1495,Heavy rain,###
Lagos,Oct,551,Heavy rain,irrelevant
Zamfara,Dec,43,Heavy rain,irrelevant
Enugu,Apr,420,,###
G0mbe,Apr,1826,123,###
crossriver,Nov,190,Dry season,
Lagos,Apr,642,Heavy rain,
Taraba,Jun,364,,irrelevant
Bayelsa,Aug,1982,Dry season,irrelevant
Kano,Jul,425,123,irrelevant
Kaduna,Feb,1975,Dry season,
Enugu,Jun,1869,,irrelevant
Kebbis,Aug,581,,###
Adamawa,Jul,240,Heavy rain,
Enugu,Jan,1578,flooded!!!,###
Abuja,Apr,1238,Heavy rain,###
Bauchi,Aug,588,Dry season,###
Adamawa,Dec,1787,Heavy rain,
KAN0,Mar,1747,flooded!!!,
Niger,???,16,,irrelevant
gombe,Jun,154,Heavy rain,###
Anambra,Jun,277,Heavy rain,###
gombe,Sep,2,flooded!!!,
Ed0o,Aug,754,flooded!!!,
Bayelsa,Aug,758,Dry season,irrelevant
Adamawa,Sep,1731,123,
Osun,Feb,0,,
Adamawa,,548,Dry season,irrelevant
Benue,???,860,123,
Anambra,Jun,1560,Heavy rain,###
Anambra,???,665,123,irrelevant
Bayelsa,,1463,,###
Rivers,Mar,202,flooded!!!,
kogi,Nov,872,,###
Lagos,Dec,406,Dry season,
Bayelsa,Oct,545,,
Imo,Nov,1639,123,###
Ebonyi,Dec,1768,123,irrelevant
Kaduba,Jan,474,Heavy rain,
Zamfara,Sep,1412,,###
crossriver,May,718,Dry season,
S0koto,Nov,395,flooded!!!,
S0koto,???,836,123,###
Osun,Dec,845,Dry season,
Kano,Sep,1478,flooded!!!,irrelevant
Jigawa,Aug,1281,,
gombe,Jul,1288,flooded!!!,irrelevant
Taraba,,425,123,irrelevant
benue,Dec,589,flooded!!!,irrelevant
Enugu,,95,,irrelevant
Kwara,???,1203,Heavy rain,
Jigawa,Nov,806,Dry season,
Imo,,1023,Dry season,irrelevant
Borno,Mar,1454,flooded!!!,irrelevant
Abla,Jan,1433,Dry season,###
??Rivers,Dec,1602,Dry season,###
Enugu,,704,Heavy rain,###
Cross River,Jan,280,123,###
Benue,Mar,1614,123,irrelevant
Ebonyi,Nov,468,,irrelevant
benue,May,1036,flooded!!!,###
Kebbis,Nov,610,123,irrelevant
Kaduba,Jun,943,123,irrelevant
Kebbis,Jul,1513,Heavy rain,irrelevant
Anambra,Jun,319,123,
Cross River,,1943,Heavy rain,###
Anambra,Dec,809,Dry season,irrelevant
Jigawa,,598,Dry season,
Cross River,Jan,115,123,irrelevant
Kwara,Dec,350,,
Benue,Jul,1327,,###
Ogun,May,1952,Heavy rain,
Nasarawa,,1798,Dry season,
katsina,???,732,Dry season,
Niger,Jan,1857,,irrelevant
Ondo,,198,,###
Kwara,,110,Heavy rain,irrelevant
Ebonyi,Sep,224,Heavy rain,
Kwara,May,1189,123,###
Niger,???,1947,flooded!!!,###
kogi,Dec,363,flooded!!!,
Lagos,Jul,1845,,irrelevant
Jigawa,Apr,551,Dry season,###
Enugu,???,1980,Dry season,
G0mbe,May,960,,irrelevant
??Rivers,Jan,1642,,###
Rivers,Mar,583,flooded!!!,irrelevant
Delta,Apr,1799,Heavy rain,irrelevant
Benue,Feb,1345,Heavy rain,irrelevant
Kaduba,Aug,620,,
Ebonyi,Oct,1289,,
lagos ,Feb,727,Heavy rain,irrelevant
Abuja,Sep,732,123,irrelevant
Anambra,Apr,1768,Heavy rain,
Kebbis,Mar,1439,,irrelevant
Ed0o,Jul,86,,irrelevant
Abuja,???,65,Dry season,irrelevant
Ed0o,Jan,445,Heavy rain,
Zamfara,Sep,644,Heavy rain,
Oyo,Jan,1500,Heavy rain,irrelevant
lagos ,Jul,1351,flooded!!!,###
Taraba,Sep,1529,flooded!!!,###
benue,May,378,Heavy rain,
Delta,???,1194,123,###
Nasarawa,Sep,1735,flooded!!!,
Oyo,Feb,218,Dry season,irrelevant
Abuja,Aug,1228,123,irrelevant
Ogun,Feb,816,flooded!!!,###
Taraba,Jul,1421,,irrelevant
Bayelsa,Jan,110,123,irrelevant
Ed0o,Jan,1011,123,irrelevant
lagos ,Apr,1071,flooded!!!,###
Borno,Aug,978,,###
gombe,Jul,1188,,
Borno,Jul,1672,flooded!!!,irrelevant
Ondo,Jan,1618,Heavy rain,###
Osun,Feb,1358,123,
Oyo,Sep,1428,flooded!!!,irrelevant
Taraba,Apr,802,123,irrelevant
Kwara,Sep,1660,,###
Kaduna,Sep,1679,flooded!!!,
Kebbis,May,1459,123,###
Kwara,Jun,56,Dry season,
Abla,,1599,123,###
Ebonyi,Oct,982,Heavy rain,irrelevant
S0koto,Jun,208,,irrelevant
Borno,Oct,930,123,###
Delta,Oct,1888,123,###
Niger,,398,Dry season,###
Ebonyi,Apr,975,,
Ebonyi,Sep,1131,Heavy rain,irrelevant
KAN0,Jan,743,Heavy rain,###
Ekiti,Apr,777,,###
lagos ,???,888,Dry season,
kogi,Mar,1989,Dry season,
Ebonyi,May,1863,Heavy rain,
Jigawa,Nov,933,123,
Kebbis,Aug,966,123,
Ogun,Oct,1774,123,###
Ekiti,Apr,834,Heavy rain,irrelevant
Kaduna,Apr,1467,Heavy rain,###
lagos ,Feb,1404,123,irrelevant
Benue,Oct,1597,,###
Delta,Aug,1993,flooded!!!,
Kebbis,Sep,1058,,###
Lagos,Feb,12,123,
S0koto,Nov,355,Dry season,irrelevant
kogi,Mar,1522,,irrelevant
Ekiti,Nov,879,Heavy rain,irrelevant
Benue,Nov,41,123,
Enugu,Aug,635,Dry season,irrelevant
Ebonyi,Jul,1832,,
katsina,,1514,flooded!!!,
Taraba,???,1829,flooded!!!,###
Enugu,Oct,334,Heavy rain,irrelevant
Niger,Jul,661,Dry season,###
Ogun,Oct,1158,flooded!!!,###
Rivers,Apr,1449,Heavy rain,
Ogun,Feb,710,,
Enugu,Sep,1563,,###
Abla,Jul,1610,123,irrelevant
Enugu,May,309,,irrelevant
Abla,Mar,1631,123,###
Kaduna,Dec,1055,Dry season,###
Zamfara,May,114,Heavy rain,
Yobe,Jul,1156,Heavy rain,
kogi,Oct,464,123,
??Rivers,May,579,Heavy rain,irrelevant
Kaduna,Dec,632,Dry season,
Adamawa,Dec,1708,flooded!!!,###
kogi,Apr,918,Heavy rain,###
Bayelsa,May,90,,
Zamfara,Dec,869,Heavy rain,
Jigawa,Feb,947,flooded!!!,irrelevant
Yobe,Jun,1824,Dry season,irrelevant
??Rivers,Jun,1085,Heavy rain,
Abuja,Jun,1119,123,irrelevant
Anambra,,1096,123,###
Yobe,May,1101,123,
Kwara,Jun,658,,
Abuja,,1015,,###
Oyo,Jun,970,flooded!!!,###
Anambra,Jun,1825,flooded!!!,###
Taraba,Mar,1099,Dry season,
Ed0o,May,233,Heavy rain,###
Plateau,Nov,1033,123,###
kogi,Sep,1075,flooded!!!,irrelevant
Kwara,Jun,645,flooded!!!,
Niger,Oct,949,Dry season,irrelevant
Jigawa,Dec,1743,Heavy rain,###
Kaduna,Jul,543,Dry season,irrelevant
Niger,,999,flooded!!!,
Plateau,May,1257,123,irrelevant
Ed0o,???,1632,,
gombe,Jun,894,123,###
Kano,Nov,324,Dry season,###
Yobe,Apr,1038,Dry season,
Anambra,Jul,1728,Heavy rain,irrelevant
Imo,Sep,701,Dry season,irrelevant
Ed0o,Jan,1169,123,###
Borno,Jun,1269,flooded!!!,###
Kebbis,Apr,243,Heavy rain,###
Abuja,Jun,1658,,irrelevant
kogi,Jan,1647,flooded!!!,###
Plateau,Dec,53,,###
gombe,Aug,1148,flooded!!!,
Kano,,1963,,###
Delta,???,594,flooded!!!,irrelevant
Osun,Mar,885,,###
Ondo,Jun,412,123,irrelevant
Abuja,Jan,1534,,###
Lagos,Dec,356,flooded!!!,irrelevant
Ondo,Jul,55,,
Benue,Sep,1996,Dry season,###
Ondo,Aug,383,,irrelevant
Taraba,Oct,270,flooded!!!,irrelevant
Ogun,Jul,6,flooded!!!,irrelevant
Kaduba,Dec,1186,123,irrelevant
Enugu,Jan,1888,Dry season,###
Jigawa,Oct,90,flooded!!!,###
Taraba,Feb,85,flooded!!!,###
Jigawa,Nov,701,Dry season,irrelevant
Niger,???,199,Heavy rain,irrelevant
kogi,Aug,635,,###
Borno,,1104,flooded!!!,###
Imo,Aug,1039,,###
Kaduna,Dec,485,Dry season,irrelevant
lagos ,Oct,526,flooded!!!,
Borno,Aug,1743,Heavy rain,irrelevant
Enugu,Apr,113,flooded!!!,
benue,???,8,flooded!!!,irrelevant
Kaduna,Feb,1020,Dry season,###
Kwara,Sep,1313,123,###
Nasarawa,Mar,1372,123,###
Cross River,Aug,61,,irrelevant
Niger,Nov,1261,Dry season,irrelevant
Abla,May,259,,irrelevant
Kano,Feb,715,Dry season,
Cross River,Dec,1507,flooded!!!,irrelevant
Taraba,Dec,1871,,irrelevant
Benue,Jun,1702,,
S0koto,Jul,1885,flooded!!!,
Taraba,Apr,790,Heavy rain,
crossriver,Mar,480,Heavy rain,irrelevant
Plateau,,966,123,###
Kano,Jan,1820,Heavy rain,irrelevant
KAN0,Jul,178,,###
Taraba,Aug,856,flooded!!!,
S0koto,Mar,1838,,
Benue,Oct,1806,Heavy rain,###
Kano,Mar,1380,Heavy rain,###
Bauchi,Apr,556,flooded!!!,###
Nasarawa,Aug,1844,Heavy rain,
Kaduna,Oct,979,flooded!!!,irrelevant
Yobe,Sep,1006,123,
Anambra,,1781,flooded!!!,irrelevant
Jigawa,Nov,387,Heavy rain,###
crossriver,,1825,Dry season,###
Delta,Nov,1521,,
??Rivers,Oct,895,123,
katsina,Dec,1006,123,###
KAN0,Jun,1679,Dry season,###
benue,???,1901,123,
Oyo,Apr,1276,Heavy rain,
Adamawa,Feb,937,flooded!!!,irrelevant
Kaduna,Aug,1010,,
Yobe,Feb,594,flooded!!!,irrelevant
benue,Apr,1388,flooded!!!,###
Zamfara,Jan,1796,,irrelevant
Enugu,Mar,1984,,irrelevant
Delta,Mar,655,Dry season,irrelevant
lagos ,Sep,1970,123,
??Rivers,Jul,539,123,irrelevant
G0mbe,Mar,620,Dry season,irrelevant
??Rivers,May,833,Dry season,irrelevant
Delta,Apr,771,Heavy rain,irrelevant
Ekiti,Jan,1489,,irrelevant
Borno,Feb,942,,
kogi,Apr,992,Dry season,###
Yobe,Jun,1147,Heavy rain,###
Ed0o,Jun,586,flooded!!!,###
Ed0o,Apr,365,Dry season,###
Kano,Jul,1571,123,###
lagos ,May,1430,Heavy rain,
Kaduna,Jun,701,flooded!!!,###
Ebonyi,Jun,232,Dry season,###
Bayelsa,Dec,1969,Dry season,
gombe,???,1467,Heavy rain,
KAN0,,1674,Heavy rain,
Delta,Nov,621,flooded!!!,
Ekiti,Jun,738,flooded!!!,
benue,Dec,938,123,
Ogun,Jul,1247,123,###
Kano,Apr,599,123,###
Lagos,Mar,670,Dry season,
Taraba,Sep,1007,,###
Enugu,Jan,1764,123,irrelevant
Ekiti,Apr,1485,Heavy rain,
Jigawa,Feb,147,flooded!!!,###
Borno,Nov,571,flooded!!!,###
Kaduba,Jul,1129,Dry season,###
Imo,Aug,1914,flooded!!!,###
Nasarawa,Jul,1705,,irrelevant
Plateau,Oct,444,Heavy rain,irrelevant
S0koto,Aug,1485,Heavy rain,irrelevant
Yobe,Jan,203,Heavy rain,###
Bauchi,???,884,Heavy rain,
Benue,Aug,1424,Heavy rain,###
Kaduna,Sep,412,flooded!!!,irrelevant
Kaduna,Nov,44,,irrelevant
Enugu,Apr,1770,flooded!!!,irrelevant
benue,Jun,1672,,
Osun,???,795,Dry season,###
Ondo,Nov,1872,Dry season,###
katsina,Sep,1068,,irrelevant
Borno,Aug,388,Dry season,irrelevant
KAN0,Jul,673,123,
gombe,Jul,1815,123,###
Benue,Feb,50,Dry season,###
Oyo,Aug,1315,,irrelevant
Delta,Jan,342,flooded!!!,irrelevant
Anambra,Sep,838,flooded!!!,irrelevant
crossriver,Mar,1542,flooded!!!,
G0mbe,Sep,1209,123,irrelevant
Bauchi,Dec,1258,Heavy rain,
crossriver,Mar,1846,Heavy rain,irrelevant
Anambra,Jul,602,flooded!!!,irrelevant
Taraba,Nov,1906,Heavy rain,
Abuja,Mar,1785,Heavy rain,irrelevant
Benue,Mar,497,flooded!!!,###
G0mbe,May,759,123,###
lagos ,Jun,1188,123,###
Ondo,Jun,878,123,
Abuja,Jul,254,flooded!!!,###
Plateau,Aug,357,Dry season,irrelevant
Kebbis,Dec,1122,Dry season,
Lagos,,863,Heavy rain,irrelevant
Imo,Jun,1477,flooded!!!,###
Kano,,1071,Dry season,irrelevant
Imo,,804,123,irrelevant
kogi,May,544,flooded!!!,irrelevant
Niger,Dec,1445,Heavy rain,###
Rivers,Dec,1641,Heavy rain,
KAN0,Apr,488,flooded!!!,###
Cross River,Dec,1602,,###
Kaduna,Jan,1808,Heavy rain,###
Rivers,Dec,1262,Heavy rain,irrelevant
Rivers,???,1169,flooded!!!,
Kano,May,777,,irrelevant
Lagos,Jan,999,,###
lagos ,Jan,1981,flooded!!!,###
Bauchi,Oct,15,flooded!!!,###
Nasarawa,Oct,1714,Heavy rain,
Lagos,Feb,939,Heavy rain,
Bayelsa,Sep,1516,flooded!!!,###
Imo,May,1268,Heavy rain,
Rivers,Nov,1386,,###
Plateau,,183,,###
Osun,Nov,1599,123,
lagos ,Apr,175,Heavy rain,irrelevant
Ogun,Sep,1791,Dry season,irrelevant
Ebonyi,Jan,213,Dry season,
Osun,,836,Heavy rain,###
Bayelsa,May,420,123,
Adamawa,Nov,1866,Heavy rain,###
Enugu,Jun,807,flooded!!!,###
Niger,Mar,1077,123,###
Cross River,Feb,136,123,###
Benue,,1069,,irrelevant
Enugu,Jun,1203,Heavy rain,
Abla,Jul,1696,Dry season,###
Bauchi,Sep,993,123,
Kebbis,Mar,1463,123,###
Enugu,Jan,1269,Dry season,
Anambra,Feb,1988,Dry season,
Ed0o,Dec,663,123,###
Plateau,Jul,1265,123,###
Imo,???,1002,123,
Anambra,,534,123,
Jigawa,May,1736,Dry season,###
Bauchi,Nov,930,Dry season,
Imo,Feb,1517,123,###
Plateau,Oct,1641,flooded!!!,
Borno,May,1700,123,irrelevant
Enugu,Jun,133,Dry season,###
Anambra,Apr,1731,Heavy rain,###
Ebonyi,,966,,###
Kaduna,Oct,1896,123,###
Kano,Jan,1573,Dry season,###
kogi,May,673,,irrelevant
Ogun,Feb,1055,,irrelevant
Kwara,Apr,1195,flooded!!!,irrelevant
Anambra,May,671,Heavy rain,
Rivers,Jan,1163,123,###
Enugu,May,327,123,irrelevant
Ekiti,Aug,1280,Dry season,###
Abla,Aug,1365,Heavy rain,###
gombe,Feb,1913,Dry season,
Kaduba,May,1145,flooded!!!,
Anambra,Aug,1294,,###
Adamawa,,442,,irrelevant
Abuja,Jan,1375,,
kogi,Jul,1645,123,
Kaduna,Feb,1395,flooded!!!,
Ondo,Oct,26,123,###
Bauchi,Apr,491,flooded!!!,irrelevant
Plateau,Nov,1673,flooded!!!,irrelevant
Ogun,Apr,1337,flooded!!!,
Ed0o,Apr,825,Heavy rain,###
Abla,???,1060,Heavy rain,###
crossriver,May,1580,123,###
Nasarawa,Mar,858,123,###
Kaduba,Oct,1741,123,###
crossriver,Aug,656,Dry season,###
Kaduna,Apr,1761,,irrelevant
katsina,May,1865,,###
Rivers,Jan,1081,Dry season,###
Anambra,Jan,1667,,irrelevant
Imo,Feb,1995,Heavy rain,###
Taraba,Feb,356,Heavy rain,###
Bauchi,Aug,696,123,irrelevant
Kano,Apr,1464,123,
Niger,,154,Heavy rain,###
gombe,Apr,1625,Heavy rain,
Anambra,,1525,Dry season,
Abuja,Feb,919,Heavy rain,
Delta,Dec,920,Heavy rain,irrelevant
Delta,Mar,599,,irrelevant
Enugu,Dec,1774,123,irrelevant
Enugu,Mar,927,,irrelevant
kogi,Nov,1070,Dry season,irrelevant
Ebonyi,Nov,280,Heavy rain,###
kogi,Aug,16,flooded!!!,###
Kwara,Sep,1156,Dry season,
Bauchi,,15,flooded!!!,###
Cross River,Sep,1157,Dry season,
Anambra,Mar,193,Heavy rain,irrelevant
Oyo,Apr,1465,Heavy rain,irrelevant
Ed0o,Dec,1713,Heavy rain,
Taraba,Feb,518,flooded!!!,###
Kwara,Apr,16,123,irrelevant
Kaduna,May,21,Heavy rain,irrelevant
Yobe,Jun,1777,,
benue,Jan,495,Dry season,
Ekiti,Sep,47,Heavy rain,###
Enugu,Jan,1275,Dry season,###
Delta,Jun,161,123,###
Taraba,Feb,1686,Heavy rain,###
S0koto,Apr,795,Heavy rain,irrelevant
Kebbis,Jul,1617,123,###
Abuja,Oct,1530,123,
Abuja,,1264,Dry season,
Enugu,Nov,675,Heavy rain,###
Imo,Aug,242,Heavy rain,###
Cross River,Sep,112,,irrelevant
Ondo,Aug,12,,irrelevant
Anambra,Feb,328,123,###
Yobe,???,275,Dry season,irrelevant
Bauchi,Feb,524,Heavy rain,
Kaduba,Sep,1765,flooded!!!,irrelevant
lagos ,May,1337,,###
Ogun,Oct,406,123,irrelevant
Delta,Jan,960,flooded!!!,irrelevant
Lagos,Sep,1221,123,irrelevant
Nasarawa,???,1082,Heavy rain,irrelevant
Adamawa,Mar,1840,123,###
Bauchi,May,1549,Heavy rain,
Kwara,Feb,475,123,###
Benue,Sep,218,,###
Yobe,Jul,781,Dry season,
lagos ,Aug,1070,123,
kogi,Feb,956,Heavy rain,###
